date,forecast_qty_total,forecast_qty_total_lower,forecast_qty_total_upper,sku_id
2025-03-23,-5.376480449166145,-9.371597991676477,-1.524953931492512,46303877432
2025-03-24,-5.94548440503219,-10.076902167884828,-1.6566274147986928,46303877432
2025-03-25,-6.514488360898234,-10.625999741813297,-2.6696141365348547,46303877432
2025-03-26,-7.083492316764286,-11.123131158737154,-2.99940242689641,46303877432
2025-03-27,-7.652496272630323,-11.533386176642932,-3.498778105161486,46303877432
2025-03-28,-8.221500228496375,-12.448876941742062,-4.153084554550077,46303877432
2025-03-29,-8.790504184362426,-12.946714874445943,-4.551804830897741,46303877432
2025-03-30,-9.359508140228463,-13.396669359904763,-4.8740903262068755,46303877432
2025-03-31,-9.928512096094515,-14.03143149463975,-5.8946198574791255,46303877432
2024-12-31,3.9986594018922714,1.0221866357731488,6.947708080418077,46303948414
2025-01-01,4.018659914392803,0.7865732243371623,7.162316513714442,46303948414
2025-01-02,4.038660426893334,1.1872576750390218,7.12764588644238,46303948414
2025-01-03,4.0586609393938655,1.044773439276068,7.076741034113964,46303948414
2025-01-04,4.078661451894397,1.4374104751484176,7.179337179450852,46303948414
2025-01-05,4.098661964394928,0.9912698707900748,7.097621870372744,46303948414
2025-01-06,4.11866247689546,1.295648983047714,7.1334196128316405,46303948414
2025-01-07,4.138662989395991,1.1372658072953588,7.3223196693707635,46303948414
2025-01-08,4.158663501896522,1.101491076313083,7.276063070332135,46303948414
2025-01-09,4.178664014397054,1.1380955952718435,7.175266181974843,46303948414
2025-01-10,4.198664526897585,1.263039534811975,7.008453754568381,46303948414
2025-01-11,4.218665039398116,1.213169594214904,6.964711393198445,46303948414
2025-01-12,4.238665551898649,1.1280572162767575,7.107191820446818,46303948414
2025-01-13,4.258666064399179,1.3146871040179962,6.98649853185524,46303948414
2025-01-14,4.278666576899711,1.234366801358326,7.130179219590792,46303948414
2025-01-15,4.298667089400243,1.374200938272652,7.189818001612615,46303948414
2025-01-16,4.318667601900774,1.198763873151692,7.416583836380974,46303948414
2025-01-17,4.3386681144013055,1.563630445001708,7.427972607303232,46303948414
2025-01-18,4.358668626901837,1.3602639065197175,7.187202190858127,46303948414
2025-01-19,4.378669139402368,1.5613035506771802,7.48594843500093,46303948414
2025-01-20,4.3986696519029,1.4545757221758515,7.379115623946197,46303948414
2025-01-21,4.418670164403431,1.6697765739266126,7.418219642195271,46303948414
2025-01-22,4.438670676903962,1.3776694944856969,7.260538157832137,46303948414
2025-01-23,4.458671189404494,1.571035219965754,7.373043062917593,46303948414
2025-01-24,4.478671701905025,1.5211692699312709,7.346820058902262,46303948414
2025-01-25,4.498672214405557,1.4166072940244496,7.3891610255893205,46303948414
2025-01-26,4.518672726906088,1.6536697327108945,7.555384805509702,46303948414
2025-01-27,4.53867323940662,1.6325165924386726,7.46569641029943,46303948414
2024-12-17,7.714272166685397,7.714272165970178,7.714272167444805,46308044959
2024-12-18,8.428557166762566,8.428557165947245,8.42855716763443,46308044959
2024-12-19,9.142842166839738,9.142842165871178,9.142842168016633,46308044959
2024-12-20,9.85712716691691,9.857127165579387,9.857127169655213,46308044959
2024-12-21,10.57141216699408,10.571412163629414,10.571412172578414,46308044959
2024-12-22,11.285697167071252,11.285697160424242,11.285697175582,46308044959
2024-12-23,11.99998216714842,11.999982157012042,11.999982179424899,46308044959
2024-12-24,12.714267167225593,12.71426715168251,12.714267184435796,46308044959
2024-12-25,13.428552167302762,13.428552147911974,13.428552190152775,46308044959
2024-12-26,14.14283716737993,14.142837140253235,14.142837196186498,46308044959
2024-12-27,14.857122167457103,14.857122132886678,14.857122203126625,46308044959
2024-12-28,15.571407167534275,15.57140712816748,15.571407208740528,46308044959
2024-12-29,16.285692167611444,16.28569212126652,16.28569221550877,46308044959
2024-12-30,16.999977167688613,16.999977115427406,16.999977220732205,46308044959
2024-12-31,17.714262167765785,17.714262109301274,17.714262227914073,46308044959
2025-01-01,18.428547167842954,18.428547103043936,18.428547234646807,46308044959
2025-01-02,19.142832167920126,19.142832095324636,19.14283224076673,46308044959
2025-01-03,19.857117167997295,19.857117088665273,19.857117246012297,46308044959
2025-01-04,20.571402168074467,20.57140208216367,20.571402255512513,46308044959
2025-01-05,21.285687168151632,21.285687073575602,21.2856872659262,46308044959
2025-01-06,21.999972168228805,21.999972065846332,21.99997227558426,46308044959
2025-01-07,22.714257168305984,22.71425706074064,22.714257288744005,46308044959
2025-01-08,23.428542168383146,23.4285420537095,23.428542295795555,46308044959
2025-01-09,24.14282716846032,24.142827042804136,24.142827304513197,46308044959
2025-01-10,24.85711216853749,24.85711203383256,24.857112316786917,46308044959
2025-01-11,25.57139716861466,25.571397023209116,25.571397325270894,46308044959
2025-01-12,26.285682168691828,26.285682011688838,26.285682334013803,46308044959
2025-01-13,26.999967168768997,26.999967004254437,26.999967344507024,46308044959
2024-12-24,2.2106782424648124,1.6025844844911008,2.7534120969724363,46310250952
2024-12-25,2.4867677651325204,1.9596000779854106,3.1271831995503634,46310250952
2024-12-26,2.7628572878002275,2.187112147672488,3.328271649450673,46310250952
2024-12-27,3.0389468104679356,2.450419557780839,3.6399518610612316,46310250952
2024-12-28,3.3150363331356436,2.733681135923706,3.880380856964525,46310250952
2024-12-29,3.5911258558033516,3.046891720285086,4.196687906997568,46310250952
2024-12-30,3.867215378471059,3.218345942351367,4.4085222766391565,46310250952
2024-12-31,4.143304901138767,3.5620118836982395,4.737045899866212,46310250952
2025-01-01,4.419394423806477,3.8636904307701103,5.027447647941856,46310250952
2025-01-02,4.695483946474184,4.1153338567107784,5.262512000646409,46310250952
2025-01-03,4.971573469141891,4.374664206636612,5.584197709948148,46310250952
2025-01-04,5.247662991809598,4.670398955564274,5.857026877908521,46310250952
2025-01-05,5.523752514477307,4.975873722087543,6.1153599544593105,46310250952
2025-01-06,5.799842037145016,5.254488845054156,6.400880192211788,46310250952
2025-01-07,6.075931559812721,5.470012518585703,6.667299963654426,46310250952
2025-01-08,6.35202108248043,5.75514308851292,6.903867084404678,46310250952
2025-01-09,6.628110605148139,5.9790685045542755,7.22673642177448,46310250952
2025-01-10,6.904200127815846,6.35401021998056,7.451770517318964,46310250952
2025-01-11,7.180289650483553,6.557473050345968,7.7525026691437615,46310250952
2025-01-12,7.4563791731512605,6.871657298747809,8.08181190797951,46310250952
2025-01-13,7.7324686958189695,7.138283000322855,8.306730714608372,46310250952
2025-01-14,8.008558218486677,7.3839329906880184,8.600369293744928,46310250952
2025-01-15,8.284647741154386,7.684593397091445,8.855428905310855,46310250952
2025-01-16,8.560737263822093,7.9631089189847275,9.15796013720954,46310250952
2025-01-17,8.836826786489802,8.226132899236445,9.407158433488268,46310250952
2025-01-18,9.112916309157509,8.492273614781462,9.655611022314966,46310250952
2025-01-19,9.389005831825216,8.836844607419826,9.974152234138243,46310250952
2025-01-20,9.665095354492925,9.016810818063508,10.255609586178412,46310250952
2024-12-31,3.4704235670414283,2.639037414565539,4.268738730657455,46310280482
2025-01-01,3.439880888497841,2.5824589154535875,4.25645741069118,46310280482
2025-01-02,3.4093382099542535,2.5325759237039858,4.226708655425971,46310280482
2025-01-03,3.378795531410666,2.555738783327815,4.244506560495997,46310280482
2025-01-04,3.3482528528670787,2.5395868773759576,4.2825787756585925,46310280482
2025-01-05,3.317710174323491,2.474389154335319,4.216870139934016,46310280482
2025-01-06,3.2871674957799035,2.433292645842675,4.060578873183596,46310280482
2025-01-07,3.256624817236316,2.4535405726103985,4.117497901282839,46310280482
2025-01-08,3.2260821386927288,2.4347168375003854,4.060049995028456,46310280482
2025-01-09,3.195539460149141,2.334584921337468,4.027657238867856,46310280482
2025-01-10,3.1649967816055535,2.31778203072283,4.051096429414981,46310280482
2025-01-11,3.134454103061966,2.2762171193030216,4.04524931369436,46310280482
2025-01-12,3.1039114245183788,2.273521051227032,3.9620780896110506,46310280482
2025-01-13,3.073368745974791,2.2177207186014223,3.9157472641279933,46310280482
2025-01-14,3.0428260674312035,2.2571898818412905,3.901341995422554,46310280482
2025-01-15,3.012283388887616,2.1659762528510718,3.828756524140368,46310280482
2025-01-16,2.9817407103440283,2.1431241372238423,3.8691187214496816,46310280482
2025-01-17,2.951198031800441,2.0648712403944667,3.736550859304075,46310280482
2025-01-18,2.9206553532568535,2.0650322120330804,3.7639620378163823,46310280482
2025-01-19,2.890112674713266,1.9838585089540526,3.703570339331916,46310280482
2025-01-20,2.8595699961696788,2.0107442707641248,3.6941234279614354,46310280482
2025-01-21,2.829027317626091,1.977345233476928,3.6875833536774647,46310280482
2025-01-22,2.7984846390825036,1.9661101858564074,3.716101602747179,46310280482
2025-01-23,2.7679419605389164,1.9215734508489508,3.5878098946144483,46310280482
2025-01-24,2.7373992819953283,1.8847774076281947,3.5393835076818765,46310280482
2025-01-25,2.706856603451741,1.8608421502490544,3.503199629571804,46310280482
2025-01-26,2.6763139249081536,1.819159206713514,3.5635509063492434,46310280482
2025-01-27,2.645771246364566,1.7494003661367932,3.4785978816027416,46310280482
2024-12-24,7.141182638575681,5.544759767739227,8.710923189643474,46310291987
2024-12-25,7.282493971835659,5.7012044079957995,8.82396134297317,46310291987
2024-12-26,7.423805305095636,5.8216470593914815,9.055183640745291,46310291987
2024-12-27,7.565116638355613,5.951393227980634,9.177392091106354,46310291987
2024-12-28,7.706427971615591,6.172283298074468,9.324941310878126,46310291987
2024-12-29,7.847739304875568,6.213679356271003,9.345648481962757,46310291987
2024-12-30,7.989050638135545,6.424723949562064,9.432924835631976,46310291987
2024-12-31,8.130361971395523,6.545226338604755,9.770656889170676,46310291987
2025-01-01,8.2716733046555,6.6997417096858705,9.850645244601916,46310291987
2025-01-02,8.412984637915478,6.903396402679403,9.943366598730385,46310291987
2025-01-03,8.554295971175456,7.047635988471265,10.041170110031963,46310291987
2025-01-04,8.695607304435434,7.208478290581976,10.190536872670654,46310291987
2025-01-05,8.836918637695412,7.232995008868612,10.444548478021156,46310291987
2025-01-06,8.97822997095539,7.448310585154936,10.499287484698884,46310291987
2025-01-07,9.119541304215364,7.565693217866047,10.751438874337541,46310291987
2025-01-08,9.260852637475342,7.672605839005466,10.84262219625376,46310291987
2025-01-09,9.402163970735321,7.857046385507068,11.037919904375201,46310291987
2025-01-10,9.543475303995299,7.929254163901771,11.044639122113939,46310291987
2025-01-11,9.684786637255275,8.17023271909479,11.328197447018049,46310291987
2025-01-12,9.826097970515253,8.21878521828931,11.379830767957957,46310291987
2025-01-13,9.96740930377523,8.475729495377038,11.52629897165082,46310291987
2025-01-14,10.108720637035209,8.486106770205632,11.70916538829306,46310291987
2025-01-15,10.250031970295186,8.704633923708032,11.760835274951768,46310291987
2025-01-16,10.39134330355516,8.909481593460132,11.924981737756589,46310291987
2025-01-17,10.532654636815142,9.073186753514484,12.048538674305348,46310291987
2025-01-18,10.67396597007512,9.270126776956193,12.31292586734431,46310291987
2025-01-19,10.815277303335094,9.291397932447655,12.309774785170944,46310291987
2025-01-20,10.956588636595074,9.33102795467136,12.564228761521035,46310291987
2025-02-11,4.472157862741054,3.3311042602279293,5.732456885986402,46310334441
2025-02-12,4.5806841485110645,3.281731818204315,5.85122909287358,46310334441
2025-02-13,4.689210434281078,3.4097020625627676,6.003973898061998,46310334441
2025-02-14,4.797736720051089,3.4323685207688572,6.059747662698123,46310334441
2025-02-15,4.906263005821102,3.7012732622960893,6.182559134595274,46310334441
2025-02-16,5.0147892915911125,3.721271997600428,6.318626660458924,46310334441
2025-02-17,5.123315577361126,3.759762036422699,6.348512347297892,46310334441
2025-02-18,5.231841863131137,4.008442599188987,6.513400379279335,46310334441
2025-02-19,5.34036814890115,4.0342928685686275,6.520903740734169,46310334441
2025-02-20,5.4488944346711605,4.12302474675996,6.671351058226339,46310334441
2025-02-21,5.557420720441174,4.3307372512591025,6.804976561620359,46310334441
2025-02-22,5.665947006211185,4.413269672930977,7.043842120263372,46310334441
2025-02-23,5.774473291981197,4.516186440105972,7.0734481559739555,46310334441
2025-02-24,5.8829995777512085,4.498246395781933,7.18371530069105,46310334441
2025-02-25,5.99152586352122,4.678512410780428,7.298297566100996,46310334441
2025-02-26,6.100052149291233,4.798047779761995,7.451004422567477,46310334441
2025-02-27,6.208578435061245,5.03500825877275,7.405612136136704,46310334441
2025-02-28,6.3171047208312565,5.105275500868129,7.595446077916399,46310334441
2025-03-01,6.425631006601268,5.16961486595336,7.734957219623174,46310334441
2025-03-02,6.534157292371281,5.275948334258866,7.851576447243152,46310334441
2025-03-03,6.642683578141293,5.300735710564707,7.912017272324987,46310334441
2025-03-04,6.7512098639113045,5.474557950912901,8.030641043528375,46310334441
2025-03-05,6.859736149681316,5.501132863484974,8.149233850081734,46310334441
2025-03-06,6.968262435451328,5.655436027726477,8.180510135893625,46310334441
2025-03-07,7.076788721221341,5.823701308041248,8.399597146251619,46310334441
2025-03-08,7.1853150069913525,5.953723820724947,8.493370518117228,46310334441
2025-03-09,7.293841292761364,6.071143427902507,8.500236774206464,46310334441
2025-03-10,7.402367578531376,6.0527464405102505,8.700933742705333,46310334441
2025-03-04,1.0196203986106376,-0.7264924358624724,2.6912922201957468,4636511797
2025-03-05,1.1959823024630332,-0.3687804725846805,2.954697431566625,4636511797
2025-03-06,1.3723442063154323,-0.2925193643993292,3.0790395482086117,4636511797
2025-03-07,1.5487061101678279,-0.1844264322842959,3.1879164853342288,4636511797
2025-03-08,1.7250680140202235,0.007252444358732042,3.488796197169421,4636511797
2025-03-09,1.901429917872619,0.16299035211668217,3.6247579663665506,4636511797
2025-03-10,2.0777918217250164,0.3150712277072957,3.8509652373019665,4636511797
2025-03-11,2.254153725577414,0.49534394031093104,3.946032518235437,4636511797
2025-03-12,2.4305156294298094,0.7012777268558877,4.10736734165948,4636511797
2025-03-13,2.6068775332822085,0.8839585300228754,4.2416089059798825,4636511797
2025-03-14,2.783239437134604,1.0995587605159425,4.344092565382914,4636511797
2025-03-15,2.9596013409869997,1.1840791949892722,4.619449941759115,4636511797
2025-03-16,3.1359632448393953,1.4437334378787983,4.717445177969141,4636511797
2025-03-17,3.3123251486917944,1.545720158391771,5.019618789227854,4636511797
2025-03-18,3.48868705254419,1.80515819161326,5.164666337175099,4636511797
2025-03-19,3.6650489563965856,1.9726942018170983,5.263564825446257,4636511797
2025-03-20,3.841410860248981,2.142412423288766,5.626130151470222,4636511797
2025-03-21,4.017772764101377,2.351800211285777,5.781747740704006,4636511797
2025-03-22,4.194134667953776,2.618449844732708,6.00339140191069,4636511797
2025-03-23,4.3704965718061715,2.7242122779453117,6.048247808609011,4636511797
2025-03-24,4.546858475658567,2.8446096808857337,6.18269466830592,4636511797
2025-03-25,4.723220379510963,3.1042636817156315,6.360760060088194,4636511797
2025-03-26,4.899582283363362,3.2484328782960485,6.655064912780652,4636511797
2025-03-27,5.075944187215761,3.456242674741847,6.780283488066808,4636511797
2025-03-28,5.2523060910681565,3.4414570517944805,6.979307155058113,4636511797
2025-03-29,5.428667994920552,3.742266864584394,7.1965747287465325,4636511797
2025-03-30,5.605029898772948,3.7460117025569297,7.2837741357932115,4636511797
2025-03-31,5.781391802625343,4.2497806022882445,7.44115227395894,4636511797
2025-03-04,3.722807768805106,2.8299656785263423,4.710879033394068,46365131910
2025-03-05,3.8665997687919766,2.935355741861217,4.74802247652143,46365131910
2025-03-06,4.010391768778851,3.1461194285633574,4.832274705992919,46365131910
2025-03-07,4.154183768765723,3.2381508276541293,5.110809928375808,46365131910
2025-03-08,4.297975768752595,3.401648391049908,5.233641783520291,46365131910
2025-03-09,4.441767768739467,3.501965534452231,5.406496038720418,46365131910
2025-03-10,4.585559768726341,3.7537398488614104,5.455128218969291,46365131910
2025-03-11,4.729351768713213,3.76029825744568,5.558771924100827,46365131910
2025-03-12,4.873143768700086,3.895202270030923,5.6851353666376765,46365131910
2025-03-13,5.016935768686958,4.08709125801658,5.901515705373672,46365131910
2025-03-14,5.160727768673832,4.241306509851729,6.089083380693591,46365131910
2025-03-15,5.304519768660704,4.30076739641394,6.207442726319557,46365131910
2025-03-16,5.448311768647576,4.511076160555989,6.42484082174195,46365131910
2025-03-17,5.592103768634448,4.693624559014368,6.577575579952868,46365131910
2025-03-18,5.735895768621319,4.833944986669599,6.697497520088813,46365131910
2025-03-19,5.8796877686081945,4.960373581462739,6.760877004214738,46365131910
2025-03-20,6.023479768595067,5.074489314700758,6.971328637368044,46365131910
2025-03-21,6.167271768581937,5.321113791279415,7.147532923269788,46365131910
2025-03-22,6.311063768568809,5.393947113139303,7.199664473364159,46365131910
2025-03-23,6.454855768555685,5.4661235080978505,7.372236137569393,46365131910
2025-03-24,6.5986477685425555,5.723168423719095,7.466030354386241,46365131910
2025-03-25,6.742439768529428,5.885796165478885,7.696437227564941,46365131910
2025-03-26,6.8862317685163,6.001557669331095,7.858841589986675,46365131910
2025-03-27,7.030023768503172,6.100965161583377,8.000461096511357,46365131910
2025-03-28,7.173815768490046,6.243314857700916,8.10320186909195,46365131910
2025-03-29,7.317607768476918,6.370187028833752,8.234609681848106,46365131910
2025-03-30,7.4613997684637905,6.5361879471623,8.340200481576401,46365131910
2025-03-31,7.6051917684506645,6.692908662497535,8.510754356672244,46365131910
2025-02-25,1.0,0.9999999986488948,1.0000000012431411,46381587960
2025-02-26,1.0,0.9999999986764452,1.0000000012962316,46381587960
2025-02-27,1.0,0.9999999986666231,1.00000000120273,46381587960
2025-02-28,1.0,0.999999998716664,1.000000001293221,46381587960
2025-03-01,1.0,0.9999999987595511,1.0000000012519734,46381587960
2025-03-02,1.0,0.9999999987257114,1.0000000013686252,46381587960
2025-03-03,1.0,0.9999999986328507,1.00000000127824,46381587960
2025-03-04,1.0,0.999999998656136,1.000000001254615,46381587960
2025-03-05,1.0,0.9999999987328355,1.0000000014236716,46381587960
2025-03-06,1.0,0.9999999986276418,1.0000000013109027,46381587960
2025-03-07,1.0,0.9999999986809588,1.0000000013217292,46381587960
2025-03-08,1.0,0.9999999986930577,1.0000000012994126,46381587960
2025-03-09,1.0,0.9999999986702413,1.0000000012816774,46381587960
2025-03-10,1.0,0.9999999985547483,1.0000000013138288,46381587960
2025-03-11,1.0,0.999999998520731,1.000000001272714,46381587960
2025-03-12,1.0,0.9999999984885616,1.0000000014160935,46381587960
2025-03-13,1.0,0.9999999985981469,1.000000001441446,46381587960
2025-03-14,1.0,0.99999999851188,1.000000001355618,46381587960
2025-03-15,1.0,0.9999999984999439,1.000000001394067,46381587960
2025-03-16,1.0,0.9999999983390427,1.0000000015109833,46381587960
2025-03-17,1.0,0.9999999983750794,1.0000000015124997,46381587960
2025-03-18,1.0,0.9999999983704093,1.0000000014182686,46381587960
2025-03-19,1.0,0.9999999983035578,1.000000001547162,46381587960
2025-03-20,1.0,0.999999998329526,1.0000000015999064,46381587960
2025-03-21,1.0,0.9999999984039042,1.0000000016182604,46381587960
2025-03-22,1.0,0.9999999981662456,1.0000000016295338,46381587960
2025-03-23,1.0,0.999999998238388,1.0000000016383483,46381587960
2025-03-24,1.0,0.9999999981999022,1.0000000016301422,46381587960
2025-02-11,1.5307594497973502,0.15018936671112448,2.9391604902407424,44400044666
2025-02-12,1.5376061232807388,0.18366568124259353,2.940314925133126,44400044666
2025-02-13,1.5444527967641268,0.095939694978929,3.024351087836444,44400044666
2025-02-14,1.5512994702475154,0.10650826364372722,2.972809651752572,44400044666
2025-02-15,1.5581461437309039,0.20659971018325485,2.88409407462874,44400044666
2025-02-16,1.5649928172142924,0.16646539369902075,2.89094435637417,44400044666
2025-02-17,1.571839490697681,0.1906303598218029,2.954393806222707,44400044666
2025-02-18,1.5786861641810694,0.16976480822274106,2.973213973084007,44400044666
2025-02-19,1.585532837664458,0.20574583476965436,3.011315082831702,44400044666
2025-02-20,1.592379511147846,0.296978540766906,2.9709672851263615,44400044666
2025-02-21,1.5992261846312346,0.19405209082179237,2.8878715627338702,44400044666
2025-02-22,1.606072858114623,0.19192167938929594,3.0223518194825942,44400044666
2025-02-23,1.6129195315980116,0.21547141771879189,3.084323976321553,44400044666
2025-02-24,1.6197662050813997,0.25252561144058544,3.0347872978114943,44400044666
2025-02-25,1.6266128785647886,0.2854462205534361,3.0171531977992827,44400044666
2025-02-26,1.6334595520481772,0.2741381902490605,3.0179740881197374,44400044666
2025-02-27,1.6403062255315652,0.2453853266465791,3.0799284054691927,44400044666
2025-02-28,1.6471528990149538,0.32113556104249247,3.071815673396775,44400044666
2025-03-01,1.6539995724983423,0.32438743982114593,3.1335702488467168,44400044666
2025-03-02,1.6608462459817308,0.2980818543715912,3.046462670951315,44400044666
2025-03-03,1.6676929194651189,0.28124704898243597,3.0418968557802604,44400044666
2025-03-04,1.6745395929485078,0.3054384881402271,3.1801399421908774,44400044666
2025-03-05,1.681386266431896,0.3563222260616424,3.0823591830914228,44400044666
2025-03-06,1.6882329399152844,0.21187393425652062,3.1643747116909986,44400044666
2025-03-07,1.695079613398673,0.3473241254690376,3.106225449632579,44400044666
2025-03-08,1.7019262868820615,0.3730909567107007,3.1293396726058273,44400044666
2025-03-09,1.70877296036545,0.29258035432244867,3.114857713822517,44400044666
2025-03-10,1.715619633848838,0.2637733715916654,3.109916549474915,44400044666
2025-02-11,6.685842542028148,4.930808135333012,8.649531676767673,44400044979
2025-02-12,7.211804991079582,5.239938850758148,8.940434695306525,44400044979
2025-02-13,7.737767440131009,5.855317517945851,9.656491099074664,44400044979
2025-02-14,8.263729889182443,6.471524484180429,10.190612567306264,44400044979
2025-02-15,8.78969233823387,7.053784236171595,10.654500595381592,44400044979
2025-02-16,9.315654787285304,7.380370416635094,11.152757598599482,44400044979
2025-02-17,9.841617236336731,7.965925546316306,11.84999871198393,44400044979
2025-02-18,10.367579685388165,8.555397643151187,12.219906240827239,44400044979
2025-02-19,10.893542134439592,9.087345541432,12.64733683240618,44400044979
2025-02-20,11.419504583491019,9.631720634943559,13.211624461069977,44400044979
2025-02-21,11.945467032542453,10.147532969985235,13.863053875053657,44400044979
2025-02-22,12.47142948159388,10.569309820099301,14.280449759006434,44400044979
2025-02-23,12.997391930645314,11.109770721604754,14.806920573243566,44400044979
2025-02-24,13.523354379696741,11.787698920516807,15.416349847905538,44400044979
2025-02-25,14.049316828748175,12.15061617544057,15.980147085652812,44400044979
2025-02-26,14.575279277799602,12.671551746512918,16.354579713763716,44400044979
